id,symbol,type,entry_time,entry_price,sl,tp,entry_index,exit_price,exit_time,pnl_pips,comment
1,EURGBP,SELL,2024-10-01 05:25:00,0.83224,0.8323,0.8321679999999999,12449,0.8323,2024-10-01 05:30:00,-6.000000000006,SL Hit
2,EURGBP,BUY,2024-10-01 22:45:00,0.83348,0.83336,0.833624,12657,0.83336,2024-10-01 22:55:00,-12.000000000000897,SL Hit
3,EURGBP,SELL,2024-10-01 23:25:00,0.83332,0.83349,0.833116,12665,0.833116,2024-10-01 23:40:00,20.399999999998197,TP Hit
4,EURGBP,BUY,2024-10-02 03:20:00,0.83342,0.83334,0.8335160000000001,12712,0.83334,2024-10-02 03:25:00,-8.000000000008,SL Hit
5,EURGBP,BUY,2024-10-02 03:30:00,0.83345,0.83331,0.8336180000000001,12714,0.83331,2024-10-02 03:40:00,-14.000000000002897,SL Hit
6,EURGBP,BUY,2024-10-02 07:30:00,0.83325,0.83311,0.8334180000000001,12762,0.8334180000000001,2024-10-02 07:50:00,16.8000000000057,TP Hit
7,EURGBP,SELL,2024-10-02 12:25:00,0.83271,0.83287,0.8325179999999999,12821,0.83287,2024-10-02 12:50:00,-16.0000000000049,SL Hit
8,EURGBP,SELL,2024-10-02 17:45:00,0.83281,0.83298,0.8326060000000001,12885,0.8326060000000001,2024-10-02 17:50:00,20.399999999998197,TP Hit
9,EURGBP,SELL,2024-10-02 22:35:00,0.83222,0.83233,0.8320879999999999,12943,0.83233,2024-10-02 22:40:00,-11.000000000005448,SL Hit
10,EURGBP,SELL,2024-10-02 22:45:00,0.83228,0.83233,0.8322200000000001,12945,0.83233,2024-10-02 22:50:00,-4.999999999999449,SL Hit
11,EURGBP,BUY,2024-10-03 02:45:00,0.83265,0.83259,0.832722,12993,0.83259,2024-10-03 02:50:00,-5.999999999994897,SL Hit
12,EURGBP,BUY,2024-10-03 03:25:00,0.83268,0.83261,0.832764,13001,0.83261,2024-10-03 03:35:00,-7.000000000001449,SL Hit
13,EURGBP,BUY,2024-10-03 05:30:00,0.8327,0.83247,0.8329759999999999,13026,0.83261,2024-10-03 06:20:00,-9.00000000000345,Time Stop
14,EURGBP,BUY,2024-10-03 06:25:00,0.83269,0.83262,0.832774,13037,0.832774,2024-10-03 06:35:00,8.399999999997299,TP Hit
15,EURGBP,BUY,2024-10-03 07:40:00,0.83274,0.83263,0.8328720000000001,13052,0.8328720000000001,2024-10-03 07:50:00,13.200000000002097,TP Hit
16,EURGBP,BUY,2024-10-04 02:10:00,0.84048,0.84037,0.840612,13274,0.840612,2024-10-04 02:25:00,13.200000000002097,TP Hit
17,EURGBP,BUY,2024-10-04 03:00:00,0.84052,0.84042,0.8406400000000002,13284,0.84042,2024-10-04 03:25:00,-10.000000000010001,SL Hit
18,EURGBP,SELL,2024-10-04 04:45:00,0.84028,0.84039,0.8401480000000001,13305,0.8401480000000001,2024-10-04 04:50:00,13.199999999990995,TP Hit
19,EURGBP,SELL,2024-10-04 08:40:00,0.83978,0.83993,0.8396,13352,0.8396,2024-10-04 08:45:00,17.999999999995797,TP Hit
20,EURGBP,SELL,2024-10-04 09:05:00,0.83962,0.83987,0.8393200000000001,13357,0.8393200000000001,2024-10-04 09:30:00,29.999999999996692,TP Hit
