id,symbol,type,entry_time,entry_price,sl,tp,entry_index,exit_price,exit_time,pnl_pips,comment
1,NZDJPY,SELL,2024-10-01 13:00:00,90.814,90.883,90.72429999999999,12540,90.72429999999999,2024-10-01 13:10:00,89.70000000000766,TP Hit
2,NZDJPY,SELL,2024-10-03 07:25:00,91.644,91.693,91.58030000000002,13049,91.58030000000002,2024-10-03 07:50:00,63.69999999998299,TP Hit
3,NZDJPY,SELL,2024-10-03 13:25:00,91.329,91.37,91.27569999999997,13121,91.27569999999997,2024-10-03 13:45:00,53.30000000002144,TP Hit
4,NZDJPY,SELL,2024-10-03 18:45:00,91.214,91.285,91.1217,13185,91.285,2024-10-03 18:50:00,-70.99999999999795,SL Hit
5,NZDJPY,SELL,2024-10-03 22:35:00,91.199,91.218,91.17429999999999,13231,91.218,2024-10-03 22:50:00,-19.000000000005457,SL Hit
6,NZDJPY,SELL,2024-10-04 00:50:00,91.211,91.231,91.185,13258,91.231,2024-10-04 01:00:00,-19.99999999999602,SL Hit
7,NZDJPY,BUY,2024-10-04 02:55:00,91.274,91.244,91.313,13283,91.313,2024-10-04 03:00:00,39.00000000000148,TP Hit
8,NZDJPY,SELL,2024-10-04 12:30:00,90.734,90.768,90.68979999999999,13398,90.768,2024-10-04 12:40:00,-34.000000000006025,SL Hit
9,NZDJPY,BUY,2024-10-04 14:15:00,90.87,90.822,90.9324,13419,90.9324,2024-10-04 14:45:00,62.39999999999668,TP Hit
10,NZDJPY,BUY,2024-10-04 21:45:00,91.672,91.633,91.7227,13509,91.7227,2024-10-04 21:55:00,50.700000000006185,TP Hit
11,NZDJPY,SELL,2024-10-07 07:45:00,91.497,91.541,91.4398,13629,91.541,2024-10-07 08:00:00,-43.99999999999693,SL Hit
12,NZDJPY,SELL,2024-10-07 08:05:00,91.509,91.526,91.4869,13633,91.526,2024-10-07 08:10:00,-16.999999999995907,SL Hit
13,NZDJPY,SELL,2024-10-07 08:25:00,91.505,91.537,91.46339999999998,13637,91.46339999999998,2024-10-07 08:30:00,41.600000000016735,TP Hit
14,NZDJPY,SELL,2024-10-07 19:50:00,90.67,90.699,90.6323,13774,90.6323,2024-10-07 20:00:00,37.700000000000955,TP Hit
15,NZDJPY,SELL,2024-10-07 20:30:00,90.668,90.69,90.63940000000002,13782,90.69,2024-10-07 20:40:00,-21.99999999999136,SL Hit
