id,symbol,type,entry_time,entry_price,sl,tp,entry_index,exit_price,exit_time,pnl_pips,comment
17,USDJPY,SELL,2025-01-15 00:05:00,157.963,158.0,157.90749999999997,14634,157.90749999999997,2025-01-15 00:10:00,55.50000000002342,TP Hit
18,USDJPY,SELL,2025-01-15 03:10:00,157.913,157.991,157.796,14671,157.902,2025-01-15 04:00:00,11.000000000024102,Time Stop
19,USDJPY,SELL,2025-01-15 05:50:00,157.892,157.926,157.841,14703,157.926,2025-01-15 06:15:00,-33.999999999991815,SL Hit
20,USDJPY,SELL,2025-01-15 06:20:00,157.813,157.927,157.642,14709,157.642,2025-01-15 06:45:00,170.99999999999227,TP Hit
21,USDJPY,SELL,2025-01-15 21:55:00,156.462,156.522,156.37199999999999,14896,156.477,2025-01-15 22:45:00,-15.00000000001478,Time Stop
22,USDJPY,BUY,2025-01-20 14:45:00,156.389,156.351,156.44600000000003,15674,156.351,2025-01-20 15:00:00,-38.000000000010914,SL Hit
23,USDJPY,BUY,2025-01-22 16:05:00,155.898,155.866,155.94599999999997,16266,155.94599999999997,2025-01-22 16:10:00,47.9999999999734,TP Hit
24,USDJPY,BUY,2025-01-23 09:35:00,156.591,156.539,156.66900000000004,16476,156.66900000000004,2025-01-23 09:50:00,78.00000000003138,TP Hit
25,USDJPY,BUY,2025-01-24 01:15:00,156.017,156.011,156.026,16664,156.011,2025-01-24 01:20:00,-6.000000000000227,SL Hit
26,USDJPY,BUY,2025-01-24 23:45:00,155.917,155.866,155.99349999999998,16934,155.99349999999998,2025-01-24 23:55:00,76.49999999998158,TP Hit
27,USDJPY,BUY,2025-01-29 02:45:00,155.568,155.496,155.67600000000002,17546,155.496,2025-01-29 02:50:00,-72.00000000000273,SL Hit
28,USDJPY,SELL,2025-01-29 19:40:00,155.095,155.178,154.97050000000002,17749,155.051,2025-01-29 20:30:00,44.00000000001114,Time Stop
29,USDJPY,BUY,2025-01-31 23:35:00,155.145,155.087,155.23200000000003,18372,155.087,2025-02-03 00:00:00,-58.000000000021146,SL Hit
30,USDJPY,BUY,2025-02-03 20:15:00,154.651,154.614,154.7065,18620,154.7065,2025-02-03 20:25:00,55.499999999995,TP Hit
31,USDJPY,BUY,2025-02-03 23:50:00,154.866,154.76,155.02500000000003,18663,154.76,2025-02-03 23:55:00,-106.00000000002296,SL Hit
32,USDJPY,SELL,2025-02-04 22:35:00,154.285,154.3,154.2625,18936,154.3,2025-02-04 22:40:00,-15.00000000001478,SL Hit
33,USDJPY,BUY,2025-02-07 06:15:00,151.646,151.597,151.71949999999995,19604,151.597,2025-02-07 06:25:00,-48.99999999997817,SL Hit
34,USDJPY,BUY,2025-02-07 06:30:00,151.632,151.567,151.7295,19607,151.7295,2025-02-07 07:10:00,97.49999999999659,TP Hit
35,USDJPY,BUY,2025-02-10 22:45:00,152.015,151.994,152.04649999999998,20090,151.994,2025-02-10 22:50:00,-20.999999999986585,SL Hit
36,USDJPY,BUY,2025-02-11 05:45:00,151.983,151.957,152.02200000000002,20174,152.02200000000002,2025-02-11 06:00:00,39.00000000001569,TP Hit
37,USDJPY,SELL,2025-02-11 09:10:00,151.934,151.96,151.89499999999998,20215,151.89499999999998,2025-02-11 09:15:00,39.00000000001569,TP Hit
38,USDJPY,BUY,2025-02-11 19:30:00,152.382,152.33,152.45999999999998,20339,152.33,2025-02-11 19:35:00,-51.9999999999925,SL Hit
39,USDJPY,BUY,2025-02-11 20:05:00,152.362,152.324,152.41899999999998,20346,152.41899999999998,2025-02-11 20:15:00,56.99999999998795,TP Hit
40,USDJPY,BUY,2025-02-12 01:00:00,152.537,152.434,152.69150000000002,20405,152.69150000000002,2025-02-12 01:20:00,154.50000000001296,TP Hit
41,USDJPY,BUY,2025-02-12 14:45:00,153.608,153.573,153.6605,20570,153.573,2025-02-12 14:50:00,-34.99999999999659,SL Hit
42,USDJPY,BUY,2025-02-12 23:45:00,154.421,154.39,154.4675,20678,154.39,2025-02-12 23:55:00,-31.00000000000591,SL Hit
43,USDJPY,SELL,2025-02-13 14:30:00,153.816,153.865,153.7425,20855,153.819,2025-02-13 15:20:00,-2.999999999985903,Time Stop
44,USDJPY,SELL,2025-02-17 01:05:00,152.261,152.306,152.19349999999997,21270,152.19349999999997,2025-02-17 01:20:00,67.50000000002387,TP Hit
45,USDJPY,BUY,2025-02-17 11:55:00,151.804,151.781,151.8385,21400,151.8385,2025-02-17 12:00:00,34.50000000000841,TP Hit
46,USDJPY,SELL,2025-02-17 17:00:00,151.452,151.478,151.41299999999998,21461,151.428,2025-02-17 17:50:00,24.00000000000091,Time Stop
47,USDJPY,SELL,2025-02-17 21:50:00,151.391,151.4,151.37749999999997,21519,151.4,2025-02-17 21:55:00,-9.000000000014552,SL Hit
48,USDJPY,SELL,2025-02-17 22:30:00,151.394,151.403,151.38050000000004,21527,151.38050000000004,2025-02-17 22:35:00,13.499999999964984,TP Hit
49,USDJPY,SELL,2025-02-18 11:05:00,151.905,151.952,151.8345,21678,151.952,2025-02-18 11:25:00,-46.999999999997044,SL Hit
50,USDJPY,SELL,2025-02-18 11:30:00,151.913,151.949,151.859,21683,151.859,2025-02-18 11:40:00,54.000000000002046,TP Hit
51,USDJPY,SELL,2025-02-19 11:00:00,151.709,151.752,151.6445,21965,151.6445,2025-02-19 11:30:00,64.50000000000955,TP Hit
52,USDJPY,BUY,2025-02-24 07:00:00,149.262,149.2,149.35500000000002,22781,149.2,2025-02-24 07:10:00,-62.00000000001182,SL Hit
53,USDJPY,BUY,2025-02-24 07:20:00,149.369,149.215,149.6,22785,149.446,2025-02-24 08:10:00,76.99999999999818,Time Stop
54,USDJPY,SELL,2025-02-25 23:55:00,149.001,149.025,148.965,23272,148.965,2025-02-26 00:00:00,36.000000000001364,TP Hit
55,USDJPY,BUY,2025-02-26 08:45:00,149.533,149.482,149.60949999999997,23378,149.60949999999997,2025-02-26 08:50:00,76.49999999998158,TP Hit
56,USDJPY,SELL,2025-03-03 09:40:00,150.4,150.437,150.34449999999998,24253,150.34449999999998,2025-03-03 09:45:00,55.50000000002342,TP Hit
57,USDJPY,SELL,2025-03-12 22:20:00,148.302,148.331,148.2585,26421,148.331,2025-03-12 22:25:00,-28.999999999996362,SL Hit
58,USDJPY,SELL,2025-03-12 22:30:00,148.318,148.344,148.27900000000005,26423,148.27900000000005,2025-03-12 22:55:00,38.999999999958845,TP Hit
59,USDJPY,BUY,2025-03-13 03:40:00,148.27,148.213,148.35550000000003,26485,148.213,2025-03-13 03:50:00,-57.00000000001637,SL Hit
60,USDJPY,SELL,2025-03-13 05:40:00,148.183,148.212,148.1395,26509,148.1395,2025-03-13 05:45:00,43.49999999999454,TP Hit
61,USDJPY,BUY,2025-03-14 02:05:00,147.921,147.851,148.02599999999998,26754,147.851,2025-03-14 02:15:00,-69.99999999999318,SL Hit
62,USDJPY,BUY,2025-03-17 23:15:00,149.181,149.163,149.20800000000003,27284,149.163,2025-03-17 23:20:00,-18.000000000000682,SL Hit
63,USDJPY,BUY,2025-03-20 22:15:00,148.812,148.788,148.848,28136,148.788,2025-03-20 22:20:00,-24.00000000000091,SL Hit
64,USDJPY,SELL,2025-03-21 00:05:00,148.702,148.758,148.618,28158,148.758,2025-03-21 00:10:00,-56.000000000011596,SL Hit
65,USDJPY,SELL,2025-03-24 10:30:00,149.588,149.718,149.393,28559,149.519,2025-03-24 11:20:00,68.9999999999884,Time Stop
66,USDJPY,BUY,2025-03-24 20:25:00,150.596,150.568,150.63799999999998,28678,150.568,2025-03-24 20:30:00,-27.999999999991587,SL Hit
67,USDJPY,BUY,2025-03-24 20:50:00,150.58,150.56,150.61,28683,150.56,2025-03-24 20:55:00,-20.000000000010232,SL Hit
68,USDJPY,BUY,2025-03-25 00:00:00,150.71,150.652,150.79700000000003,28721,150.684,2025-03-25 00:50:00,-26.00000000001046,Time Stop
69,USDJPY,BUY,2025-03-25 01:10:00,150.72,150.682,150.77700000000002,28735,150.77700000000002,2025-03-25 01:15:00,57.00000000001637,TP Hit
70,USDJPY,SELL,2025-03-25 19:50:00,149.748,149.764,149.72399999999996,28959,149.764,2025-03-25 19:55:00,-16.000000000019554,SL Hit
71,USDJPY,SELL,2025-03-26 14:40:00,150.16,150.244,150.034,29185,150.244,2025-03-26 14:45:00,-84.00000000000318,SL Hit
72,USDJPY,BUY,2025-03-26 22:30:00,150.54,150.525,150.56249999999997,29279,150.525,2025-03-26 22:35:00,-14.999999999986358,SL Hit
73,USDJPY,BUY,2025-03-26 22:45:00,150.554,150.519,150.60649999999998,29282,150.519,2025-03-26 23:00:00,-34.99999999999659,SL Hit
74,USDJPY,SELL,2025-03-27 23:50:00,151.01,151.047,150.9545,29583,151.047,2025-03-28 00:20:00,-37.00000000000614,SL Hit
75,USDJPY,BUY,2025-03-28 00:55:00,151.044,151.021,151.07850000000005,29596,151.021,2025-03-28 01:00:00,-23.000000000024556,SL Hit
76,USDJPY,BUY,2025-04-02 04:10:00,149.857,149.778,149.9755,30487,149.817,2025-04-02 05:00:00,-39.99999999999204,Time Stop
77,USDJPY,BUY,2025-04-02 05:25:00,149.859,149.824,149.9115,30502,149.824,2025-04-02 05:30:00,-34.99999999999659,SL Hit
78,USDJPY,BUY,2025-04-02 23:05:00,150.03,149.943,150.16049999999998,30714,149.943,2025-04-02 23:10:00,-86.99999999998909,SL Hit
79,USDJPY,BUY,2025-04-14 14:35:00,143.119,143.065,143.2,32913,143.065,2025-04-14 14:40:00,-54.000000000002046,SL Hit
80,USDJPY,BUY,2025-04-15 22:15:00,143.169,143.143,143.20800000000003,33293,143.143,2025-04-15 23:00:00,-26.00000000001046,SL Hit
81,USDJPY,BUY,2025-04-15 23:35:00,143.195,143.156,143.25349999999997,33309,143.156,2025-04-15 23:55:00,-38.99999999998727,SL Hit
82,USDJPY,BUY,2025-04-16 00:35:00,143.193,143.178,143.21550000000002,33321,143.21550000000002,2025-04-16 00:50:00,22.500000000007958,TP Hit
83,USDJPY,BUY,2025-04-17 10:45:00,142.802,142.709,142.94149999999996,33731,142.94149999999996,2025-04-17 11:15:00,139.49999999996976,TP Hit
84,USDJPY,SELL,2025-04-18 00:15:00,142.363,142.417,142.28199999999998,33893,142.417,2025-04-18 00:40:00,-54.000000000002046,SL Hit
85,USDJPY,SELL,2025-04-18 00:45:00,142.382,142.422,142.322,33899,142.422,2025-04-18 00:50:00,-39.99999999999204,SL Hit
86,USDJPY,SELL,2025-04-18 01:00:00,142.308,142.425,142.13249999999996,33902,142.425,2025-04-18 01:10:00,-117.00000000001864,SL Hit
87,USDJPY,SELL,2025-04-18 01:45:00,142.354,142.388,142.30300000000003,33911,142.388,2025-04-18 01:50:00,-33.999999999991815,SL Hit
88,USDJPY,SELL,2025-04-18 01:55:00,142.349,142.381,142.301,33913,142.381,2025-04-18 02:00:00,-32.00000000001069,SL Hit
89,USDJPY,SELL,2025-04-18 03:05:00,142.204,142.391,141.92350000000005,33927,142.391,2025-04-18 03:55:00,-186.9999999999834,SL Hit
90,USDJPY,SELL,2025-04-18 06:40:00,142.318,142.329,142.30150000000003,33970,142.329,2025-04-18 06:45:00,-10.99999999999568,SL Hit
91,USDJPY,SELL,2025-04-18 07:20:00,142.317,142.332,142.29450000000003,33978,142.332,2025-04-18 07:25:00,-14.999999999986358,SL Hit
92,USDJPY,SELL,2025-04-18 07:30:00,142.318,142.337,142.28950000000003,33980,142.28950000000003,2025-04-18 07:40:00,28.499999999979764,TP Hit
93,USDJPY,BUY,2025-04-18 08:30:00,142.338,142.315,142.3725,33992,142.315,2025-04-18 08:35:00,-22.999999999996135,SL Hit
94,USDJPY,BUY,2025-04-18 08:40:00,142.333,142.315,142.36,33994,142.36,2025-04-18 08:50:00,27.000000000015234,TP Hit
95,USDJPY,BUY,2025-04-18 12:15:00,142.366,142.349,142.39150000000006,34037,142.349,2025-04-18 12:35:00,-17.00000000002433,SL Hit
96,USDJPY,BUY,2025-04-18 12:40:00,142.373,142.353,142.40299999999996,34042,142.353,2025-04-18 12:45:00,-19.99999999998181,SL Hit
97,USDJPY,BUY,2025-04-18 12:55:00,142.372,142.349,142.40650000000005,34045,142.349,2025-04-18 13:20:00,-23.000000000024556,SL Hit
98,USDJPY,SELL,2025-04-18 14:00:00,142.331,142.368,142.27549999999997,34058,142.27549999999997,2025-04-18 14:50:00,55.50000000002342,TP Hit
99,USDJPY,SELL,2025-04-18 16:00:00,142.303,142.329,142.26399999999998,34082,142.329,2025-04-18 16:15:00,-26.00000000001046,SL Hit
100,USDJPY,SELL,2025-04-18 17:15:00,142.312,142.334,142.27900000000002,34097,142.334,2025-04-18 17:30:00,-21.99999999999136,SL Hit
101,USDJPY,BUY,2025-04-21 20:10:00,140.875,140.845,140.92000000000002,34420,140.845,2025-04-21 20:30:00,-30.000000000001137,SL Hit
102,USDJPY,SELL,2025-04-22 02:25:00,140.683,140.764,140.56149999999997,34495,140.764,2025-04-22 02:40:00,-81.00000000001728,SL Hit
103,USDJPY,SELL,2025-04-24 07:45:00,142.805,142.83,142.76749999999998,35135,142.76749999999998,2025-04-24 07:55:00,37.50000000002274,TP Hit
104,USDJPY,SELL,2025-04-24 08:25:00,142.757,142.845,142.625,35143,142.845,2025-04-24 08:40:00,-87.99999999999386,SL Hit
105,USDJPY,SELL,2025-04-24 09:10:00,142.775,142.85,142.66250000000002,35152,142.85,2025-04-24 09:30:00,-74.99999999998863,SL Hit
106,USDJPY,SELL,2025-04-24 12:00:00,142.57,142.659,142.4365,35186,142.659,2025-04-24 12:30:00,-88.99999999999864,SL Hit
107,USDJPY,SELL,2025-04-24 17:30:00,142.356,142.474,142.179,35252,142.474,2025-04-24 17:50:00,-117.999999999995,SL Hit
108,USDJPY,BUY,2025-04-25 06:10:00,142.939,142.903,142.993,35404,142.903,2025-04-25 06:15:00,-36.000000000001364,SL Hit
109,USDJPY,BUY,2025-04-25 06:20:00,143.156,142.886,143.56100000000004,35406,143.56100000000004,2025-04-25 06:55:00,405.00000000002956,TP Hit
110,USDJPY,BUY,2025-04-30 06:30:00,142.424,142.371,142.5035,36272,142.5035,2025-04-30 06:45:00,79.49999999999591,TP Hit
111,USDJPY,BUY,2025-04-30 08:25:00,142.5,142.481,142.5285,36295,142.481,2025-04-30 08:30:00,-19.000000000005457,SL Hit
112,USDJPY,BUY,2025-04-30 08:35:00,142.498,142.466,142.54599999999996,36297,142.466,2025-04-30 08:55:00,-31.999999999982265,SL Hit
113,USDJPY,BUY,2025-05-08 01:20:00,143.775,143.756,143.8035,37937,143.8035,2025-05-08 01:25:00,28.500000000008185,TP Hit
114,USDJPY,SELL,2025-05-08 06:35:00,143.574,143.602,143.53200000000004,38000,143.53200000000004,2025-05-08 06:40:00,41.99999999997317,TP Hit
115,USDJPY,SELL,2025-05-08 07:00:00,143.552,143.604,143.47399999999996,38005,143.604,2025-05-08 07:05:00,-52.00000000002092,SL Hit
116,USDJPY,BUY,2025-05-12 23:25:00,148.399,148.35,148.47250000000003,38778,148.35,2025-05-13 00:00:00,-49.000000000006594,SL Hit
117,USDJPY,SELL,2025-05-13 07:55:00,147.693,147.858,147.44550000000004,38880,147.858,2025-05-13 08:45:00,-164.99999999999204,SL Hit
118,USDJPY,SELL,2025-05-14 00:00:00,147.425,147.458,147.37550000000005,39073,147.458,2025-05-14 00:05:00,-32.99999999998704,SL Hit
119,USDJPY,SELL,2025-05-14 00:30:00,147.439,147.453,147.41799999999998,39079,147.453,2025-05-14 00:35:00,-14.000000000010004,SL Hit
120,USDJPY,BUY,2025-05-14 21:00:00,146.716,146.54,146.98000000000002,39325,146.651,2025-05-14 21:50:00,-64.99999999999773,Time Stop
121,USDJPY,SELL,2025-05-15 22:10:00,145.664,145.7,145.60999999999999,39627,145.60999999999999,2025-05-15 22:20:00,54.000000000002046,TP Hit
122,USDJPY,BUY,2025-05-16 20:40:00,145.967,145.934,146.01650000000004,39897,145.934,2025-05-16 20:45:00,-33.00000000001546,SL Hit
123,USDJPY,SELL,2025-05-19 12:50:00,144.842,144.886,144.77600000000004,40091,144.77600000000004,2025-05-19 13:00:00,65.99999999997408,TP Hit
124,USDJPY,SELL,2025-05-21 02:25:00,144.37,144.388,144.34300000000002,40541,144.388,2025-05-21 02:30:00,-18.000000000000682,SL Hit
125,USDJPY,SELL,2025-05-21 19:05:00,143.657,143.702,143.58950000000004,40741,143.702,2025-05-21 19:30:00,-44.999999999987494,SL Hit
126,USDJPY,SELL,2025-05-23 04:15:00,143.833,143.843,143.818,41139,143.843,2025-05-23 04:20:00,-9.999999999990905,SL Hit
127,USDJPY,SELL,2025-05-23 20:30:00,142.597,142.668,142.4905,41334,142.4905,2025-05-23 21:10:00,106.50000000001114,TP Hit
128,USDJPY,SELL,2025-05-23 23:20:00,142.492,142.522,142.447,41368,142.522,2025-05-23 23:30:00,-30.000000000001137,SL Hit
129,USDJPY,BUY,2025-05-26 13:50:00,142.867,142.846,142.89849999999996,41542,142.846,2025-05-26 13:55:00,-20.999999999986585,SL Hit
130,USDJPY,SELL,2025-05-26 21:50:00,142.753,142.758,142.74549999999994,41622,142.758,2025-05-26 21:55:00,-5.000000000023874,SL Hit
131,USDJPY,SELL,2025-05-26 22:25:00,142.75,142.753,142.74550000000002,41629,142.753,2025-05-26 22:35:00,-2.999999999985903,SL Hit
132,USDJPY,SELL,2025-05-28 23:55:00,144.791,144.885,144.65,42217,144.749,2025-05-29 00:45:00,42.00000000000159,Time Stop
133,USDJPY,SELL,2025-05-30 01:10:00,144.077,144.154,143.9615,42520,143.9615,2025-05-30 01:20:00,115.49999999999727,TP Hit
134,USDJPY,SELL,2025-06-02 07:25:00,143.553,143.572,143.5245,42883,143.572,2025-06-02 07:35:00,-19.000000000005457,SL Hit
135,USDJPY,SELL,2025-06-02 07:40:00,143.513,143.587,143.40200000000004,42886,143.453,2025-06-02 08:30:00,60.000000000002274,Time Stop
136,USDJPY,SELL,2025-06-03 01:15:00,142.639,142.67,142.59250000000003,43097,142.59250000000003,2025-06-03 01:20:00,46.499999999980446,TP Hit
137,USDJPY,BUY,2025-06-04 02:35:00,143.946,143.92,143.985,43401,143.92,2025-06-04 02:40:00,-26.00000000001046,SL Hit
138,USDJPY,SELL,2025-06-05 02:10:00,142.747,142.775,142.70500000000004,43684,142.70500000000004,2025-06-05 02:15:00,41.99999999997317,TP Hit
139,USDJPY,SELL,2025-06-06 23:25:00,144.801,144.812,144.78449999999995,44227,144.812,2025-06-06 23:30:00,-11.000000000024102,SL Hit
140,USDJPY,SELL,2025-06-09 08:55:00,144.404,144.436,144.356,44341,144.436,2025-06-09 09:00:00,-32.00000000001069,SL Hit
141,USDJPY,BUY,2025-06-10 07:55:00,144.926,144.858,145.02799999999996,44617,144.858,2025-06-10 08:10:00,-67.99999999998363,SL Hit
142,USDJPY,SELL,2025-06-10 15:45:00,144.544,144.58,144.49,44711,144.58,2025-06-10 15:55:00,-36.000000000001364,SL Hit
143,USDJPY,SELL,2025-06-10 16:15:00,144.543,144.573,144.498,44717,144.498,2025-06-10 16:25:00,45.000000000015916,TP Hit
144,USDJPY,BUY,2025-06-11 06:45:00,144.977,144.944,145.02650000000003,44891,145.02650000000003,2025-06-11 07:00:00,49.50000000002319,TP Hit
145,USDJPY,SELL,2025-06-12 06:25:00,143.931,143.991,143.841,45175,143.841,2025-06-12 06:35:00,90.00000000000341,TP Hit
146,USDJPY,SELL,2025-06-12 23:20:00,143.542,143.552,143.52700000000002,45378,143.552,2025-06-12 23:25:00,-9.999999999990905,SL Hit
147,USDJPY,SELL,2025-06-12 23:45:00,143.54,143.554,143.51899999999998,45383,143.554,2025-06-12 23:50:00,-14.000000000010004,SL Hit
148,USDJPY,SELL,2025-06-16 12:05:00,144.196,144.264,144.094,45819,144.094,2025-06-16 12:55:00,102.00000000000387,TP Hit
149,USDJPY,BUY,2025-06-17 03:00:00,144.821,144.665,145.055,45998,144.991,2025-06-17 03:50:00,170.00000000001592,Time Stop
